"Success_of_Movie","actor1","actor2","country","director","genre","id","language","released","runtime","writer"
"Success","Ian McShane","Ray Winstone","UK","Thomas Napper","Action","tt3582020","English",2017,91,"Johnny Harris"
"Failure","Leah Jenae Adler","Alyssa Ainzua","USA","Chandra Gerson","Drama","tt3582136","English",2017,82,"Chandra Gerson"
"Success","Magali Biff","Claudinho Castro","Brazil","Guilherme Weber","Drama","tt3583638","Portuguese",2017,"N/A","Ana Paula Maia"
"Failure","Ivey Bronwen","Erik Franklin","USA","Erik Franklin","Sci-Fi","tt3591860","English",2017,100,"Erik Franklin"
"Success","Jack Roth","Sophie Colquhoun","UK","Joe Martin","Crime","tt3592750","English",2017,83,"Joe Martin"
"Failure","Brian Austin Green","Vinnie Jones","USA","Patrick Durham","Action","tt3592904","N/A",2017,98,"Patrick Durham"
"Failure","Tom McKay","Michelle Lukes","Czech Republic","David Kocar","Action","tt3597732","English",2017,107,"Christopher Hyde"
"Failure","Sarah Hester","Peter Gesswein","USA","Andy Fowler","Horror","tt3604156","English",2017,79,"Fidel Arizmendi"
"Success","Julia Garner","Joseph Cross","USA","Pete Ohs","Fantasy","tt3605266","English",2017,91,"Pete Ohs"
"Success","Owen Wilson","Cristela Alonzo","USA","Brian Fee","Animation","tt3606752","English",2017,102,"Brian Fee"
"Success","Riteish Deshmukh","Vivek Oberoi","India","Bumpy","Action","tt3611266","Hindi",2017,120,"Baljeet Singh Marwah"
"Success","Lamar Bell","Bailey Estevan","USA","Alek Gearhart","Crime","tt3612246","English",2017,121,"Alek Gearhart"
"Success","Christopher Sabat","Yûki Kaji","Japan","Shûkô Murase","Animation","tt3615160","Japanese",2017,115,"Project Itoh"
"Failure","Aaron Costa Ganis","Monica West","USA","Gaelan Connell","Action","tt3616934","English",2017,90,"Gaelan Connell"
"Failure","Yolanda Berenguer","Hilario Blas","Spain","Manolito Motosierra","Horror","tt3624446","Spanish",2013,52,"Manolito Motosierra"
"Failure","Alex Knapp","Siena Tickle","USA","Rocco Nisivoccia","Adventure","tt3626214","English",2017,70,"Matthew G. Hill"
"Failure","Diana Prince","Marshal Hilton","USA","Carl Lindbergh","Horror","tt3629032","English",2017,108,"Carl Lindbergh"
"Failure","Whitney Moore","Lloyd Kaufman","USA","Adam Deyoe","Comedy","tt3630800","English",2017,77,"Adam Deyoe"
"Success","Kim Dotcom","Alan Curtis","New Zealand","Annie Goldson","Documentary","tt3640710","English",2017,107,"Annie Goldson"
"Success","Maaike Neuville","Halima Ilter","Belgium","Sahim Omar Kalifa","Drama","tt3641502","Dutch",2017,"N/A","Sahim Omar Kalifa"
"Failure","Sean Astin","Joseph Gatt","USA","Rob Gordon Bralver","Action","tt3652142","English",2017,85,"Rob Gordon Bralver"
"Success","Bronwyn Carrie-Wilson","Devanny Pinn","USA","Brandon Slagle","Action","tt3652616","English",2018,83,"Robert Thompson"
"Failure","Courtney Gains","Damien Puckler","N/A","Noah Scott","Crime","tt3652978","English",2017,102,"Amanda Glassman"
"Success","Karan Soni","Mark Duplass","USA","Patrick Brice","Horror","tt3654796","English",2017,78,"Patrick Brice"
"Success","Francesca Eastwood","Henry Zaga","USA","Angie Wang","Crime","tt3664992","English",2017,93,"Angie Wang"
"Success","Michael Shannon","Judy Greer","USA","Seth Henrikson","Comedy","tt3672120","English",2017,84,"Daniel Meyer"
"Failure","Martha Higareda","Alfonso Dosal","Mexico","Carlos Bolado","Comedy","tt3685624","Spanish",2017,106,"Antonio Abascal"
"Success","Vincent Romeo","Lars Brygmann","N/A","Rebecca Daly","Drama","tt3687938","English",2017,"N/A","Rebecca Daly"
"Failure","Eric Dane","Natalie Zea","USA","John Shea","Thriller","tt3693042","English",2017,107,"Armyan Bernstein"
"Success","Giancarlo Esposito","Amy Madigan","USA","Michael Berry","Drama","tt3696610","English",2017,85,"Michael Berry"
"Success","Sophie Anderson","Bruce Jones","UK","Asa Bailey","Drama","tt3699186","English",2017,87,"Asa Bailey"
"Success","Barry Corbin","Mackenzie Astin","USA","Porter Farrell","Drama","tt3701460","English",2017,97,"Porter Farrell"
"Success","Brooke Shields","Iwan Rheon","USA","Beth LaMure","Drama","tt3702088","English",2017,90,"Beth LaMure"
"Success","Farrah Abraham","Rachel Reilly","USA","Joston Theney","Horror","tt3702668","English",2017,"N/A","Joston Theney"
"Success","Dominik Bak","Miroslaw Bielinski","Poland","Konrad Lecki","Drama","tt3705608","Polish",2017,112,"Konrad Lecki"
"Failure","Tarick Salmaci","Niki Spiridakos","USA","Robert Dyke","Action","tt3705822","English",2017,85,"Robert Dyke"
"Success","Martha Plimpton","Sam Underwood","USA","Tom Gustafson","Drama","tt3710966","English",2017,105,"Cory Krueckeberg"
"Success","Art Spiegelman","John Pound","USA","Jeff Zapata","Documentary","tt3711708","English",2017,114,"Joe Simko"
